url,status_code
p://www.hum.gu.se/allcach2004/AP/html/pro,unknown
alliance.org/papers/xmle02/dx_xmle02/pape,unknown
http://helmer.hit.uib.no,unknown
ttp://rch01.rch.uky.edu/~ept/download,unknown
DigiCULT.Info,unknown
p://www.us.es/ewcg04/Articulos/jaromczyk.,unknown
ac.uk/cch/allc/reports/map,unknown
lage.virginia.edu/~jmu2m/Kings.5-00/primi,unknown
pa.eu.int/historical_archives/dlm_forum/d,unknown
mla.gov.uk/documents/atf_annex_d.pdf,unknown
http://www.mla.gov.uk/documents/atf_anne,unknown
literature.org,unknown
http://www.skeptron.ilu.uu.se/broady/se,unknown
ttp://www.ualberta.ca/ORLANDO/,unknown
http://pigeon.cch.kcl.ac.uk/docs,unknown
http://www.skeptron.ilu.uu.se/broady/dl,unknown
on.ilu.uu.se/broady/dl/,unknown
ications.uu.se/epcentre/diverse/hardware_so,unknown
http://jefferson.village.virginia.edu/ea,unknown
hhttp://www.austehc.unimelb.edu.au/HDMS/,unknown
hivists.org/glossary/,unknown
sher.sourceforge.net/docs/index.php,unknown
http://www.digiserve.com,unknown
xist.sourceforge.net/,unknown
uchicago.edu/xphilo/,unknown
http://mith2.umd.edu/product,unknown
http://miro.acs.its.nyu.edu/,unknown
http://barkov.uchicago.edu/xphilo/search,unknown
ttp://www.nzetc.org/,unknown
mu.ac.uk/Caxtons/,unknown
m.edu/dqc/,unknown
p://www.hum.gu.se/allcach2004/AP/,unknown
http://www.isotopicmaps.org/rm4tm/,unknown
http://www.topicmaps.org/xtm/1.0/,unknown
ww.gca.org/papers/xmleurope2000/papers/s11-,unknown
lc.oupjournals.org/cgi/content/abstract/18/,unknown
http://drh2004.ncl.ac.uk/abstract.php,unknown
i-c.org/Members/2003-Nancy/index.html#SB-ab,unknown
sourceforge.net/,unknown
http://llc.oupjournals.org/cgi/,unknown
ttp://www.hum.gu.se/allcach2004/AP/html/p,unknown
ww.gca.org/papers/xmleurope2000/papers/s1,unknown
mcmaster.ca/~taporware/,unknown
sher.sourceforge.net/docs/index.php,unknown
h2.umd.edu/products/ver-mach/,unknown
http://drh2004.ncl.ac.uk/abstra,unknown
chicago.edu/xphilo/,unknown
ttp://www.hum.gu.se/allcach2004/AP/html/,unknown
http://nerva.dp.hum.titech.ac,unknown
http://www.wwp.brown.edu,unknown
speculativecomputing.org/ivanhoe/index.ht,unknown
http://www.ar,unknown
ts.ed.ac.uk/celtscot/institutelanguagessc,unknown
enn.edu/,unknown
eckling.se/meankieli/index.html,unknown
team.oulu.fi/brief/?lang=en/,unknown
p://www.ncl.ac.uk/necte/,unknown
u.no/,unknown
ttishcorpus.ac.uk/,unknown
er.ca/home.html,unknown
http://www.comp.lancs.ac.uk/computing/re,unknown
e.ac.uk/issue37/anderson/,unknown
www.hum.gu.se/allcach2004/AP/html/prop119,unknown
http://www.comp.lancs.ac,unknown
http://80.19.150.245/operaliber,unknown
liber.it,unknown
http://80.19.150.245/operalibe,unknown
shoestring.com,unknown
http://www.xmlshoestring.com/xml4,unknown
L.Walter,unknown
http://rdfweb.org/to,unknown
xml.coverpages.org/conceptualModeling.htm,unknown
dublincore.org/documents/dces/,unknown
lists.ibiblio.org/pipermail/cc-metadata/2,unknown
del.icio.us,unknown
le.edu/lawweb/avalon/,unknown
constitution.org,unknown
tion.org/fed/feder00.htm,unknown
SVMFP.ps,unknown
o.net/pg/,unknown
constitution.org,unknown
mm.lib.virginia.edu/amst/,unknown
ib.virginia.edu/tibet/,unknown
www.gedlc.ulpgc.es/investigacion/desambi,unknown
ttp://www.gedlc.ulpgc.es/investigacion/sc,unknown
http://www.gedlc.ulpgc.es/inves,unknown
lpgc.es,unknown
ttp://www.dlib.org/dlib/july97/07chesnutt,unknown
tei-c.org/Guidelines2/index.html,unknown
www.kcl.ac.uk/humanities/cch/wlm/essays/w,unknown
d.edu/products/ver-mach,unknown
www.usask.ca/english/faulkner,unknown
http://shoah.rice.edu,unknown
l.oclc.org/emls/05-3/dslwemls.html,unknown
toronto.ca/epc/chwp/heimpel2/,unknown
ksis.uib.no/AcoHum/book/,unknown
users.ox.ac.uk/~ctitext2/history/,unknown
mala.bc.ca/siemensr/HCCurriculum/,unknown
w.kcl.ac.uk/humanities/cch/wlm/essays/wha,unknown
cl.ac.uk/humanities/cch/allc/reports/map/,unknown
www.corimedia.org,unknown
dublincore.org,unknown
blincore.org/,unknown
ieee.org,unknown
ietf.org,unknown
ttp://tube.tfl.gov.uk/content/tubemap/def,unknown
mapageweb.umontreal.ca,unknown
mapageweb.umontreal.ca/turner/francais/g,unknown
ov.au/publicsector/rk/rib/rib18-en.pdf,unknown
web.umontreal.ca/turner/,unknown
www.csdl.tamu.edu/cervantes,unknown
http://www.csdl.tamu.edu/c,unknown
ucs.ed.ac.uk/,unknown
http://www.csdl.tamu.edu/c,unknown
csdl.tamu.edu,unknown
www.csdl.tamu.edu/cervantes/V2/CPI/imag,unknown
orate.nl/,unknown
ance.org/papers/xml02/dx_xml02/index/titl,unknown
w.nl/en/geschiedenis/collecties/,unknown
i.knaw.nl,unknown
www.tei-c.org/,unknown
http://www.ro,unknown
quade.nl/womenwriters/,unknown
te.nl/nl/new_2/toon,unknown
ln.lib.niu.edu,unknown
rs.ox.ac.uk/~prosop/,unknown
http://www.kcl.ac,unknown
maple.cc.kcl.ac.uk:8080/pase/index.jsp,unknown
http://www.topicmaps.org/xtm/1,unknown
ttp://www.open.ac.uk/safari/,unknown
ttp://www.clicknotes.com/Julius_Caesar,unknown
e21.zinbun.kyoto-u.ac.jp/,unknown
mppo.hartwick.edu/Oulipo/Mathews.php,unknown
ttp://bumppo.hartwick.edu/Oulipo/Matrix.h,unknown
ttp://www.ims.uni-stuttgart.de/projekte/c,unknown
n.edu/Departments/Italian_Studies/pico/,unknown
www.brown.edu/Departments/Italian_Studies,unknown
fh-augsburg.de/~harsch/augustana.html,unknown
documentArchiv.de,unknown
http://www.cta.dmu.ac.uk/projects/ctp/index.html.,unknown
http://csdl.tamu.edu/cervantes.,unknown
httphttp://www.ccel.org/.,unknown
http://moa.cit.cornell.edu/moa/.,unknown
blakearchive.org/.,unknown
http://www.metis-global.org,unknown
http://www.visualwade.com/),unknown
Inc.http://www.ora.com/davenport/,unknown
ftp://www6.software.ibm.com/software/developer/library/x-wxxm23.pdf,unknown
http://dc2005.uc3m.es/,unknown
http://www.atec.org.tw/ec2000/PDF/14.2.pdf,unknown
coverpages.org/multilingual.html,unknown
"http://www.chass.utoronto.ca/epc/chwp/Casta02/Best_casta02.htm,",unknown
"http://www.chass.utoronto.ca/epc/chwp/Casta02/Forest_casta02.htm,",unknown
computerphilologie.uni-muenchen.de/jg03/,unknown
"http://www.chass.utoronto.ca/epc/chwp/Casta02/Siemens_casta02.htm,",unknown
http://www.chass.utoronto.ca/epc/chwp/Casta02/,unknown
http://rch01.rch.uky.edu/~ept/Tutorial/,unknown
http://mustard.tapor.uvic.ca/~mholmes/image_markup/scrshot_main_1.jpg,unknown
http://www2.arts.ubc.ca/chwp/,unknown
faculty.washington.edu/lober/iml/],unknown
http://rch01.rch.uky.edu/~ept/download/,unknown
http://beowulf.engl.uky.edu/~kiernan/ARCHway/entrance.htm,unknown
http://rch01.rch.uky.edu/~ept/Tutorial/demo_tagging.htm,unknown
http://mustard.tapor.uvic.ca/~mholmes/image_markup/,unknown
http://www.comp.lancs.ac.uk/computing/research/ucrel/claws/,unknown
http://www.zim.mpg.de/openaccess-berlin/,unknown
et.al,unknown
et.al,unknown
lib.uchicago.edu/efts/ARTFL/databases/TLF/freqs/tlf.timerseries.html).,unknown
et.al,unknown
www.epinions.com,unknown
epinions.com,unknown
epinions.com,unknown
http://www.stg.brown.edu,unknown
http://robin.www.media.mit.edu/people/robin/thesis/,unknown
http://strange.mcmaster.ca/~grockwel/weblog/notes/000120.html.,unknown
http://mcel.pacificu.edu/JAHC/JAHCIII3/,unknown
del.icio.us,unknown
del.icio.us,unknown
mediateam.oulu.fi/?lang=en,unknown
textfiles.com,unknown
etext.org,unknown
textfiles.com,unknown
http://www.let.rug.nl:8080/pvc,unknown
http://www.lalic.paris4.sorbonne.fr/LOGIC/,unknown
http://www.lalic.paris4.sorbonne.fr/LOGIC/,unknown
http://www.arc.gov.au/grant_programs/,unknown
Computing.dundee.ac.uk/chris/publications/2001/technreport.pdf,unknown
edu.au/~tgelder/Reason/papers/Enhancing_,unknown
ro.ps,unknown
www.jcmeister.de/texts/allc-2006/HUM-1-18-JLLC-1-17.doc.,unknown
et.al,unknown
http://europa.eu.int/comm/education/programmes/elearning/index_en.html.,unknown
http://www.webct.com/ce6/viewpage?name=ce6_content_presentation).,unknown
http://istresults.cordis.lu/,unknown
http://istresults.cordis.lu/index.cfm/section/news/Tpl/article/BrowsingType/Short%20Feature/ID/77772,unknown
http://rtd.softwareag.es/alfanet/PublicDocs/ALFANET_D66_v1.zip,unknown
et.al,unknown
http://www.topicmaps.org,unknown
http://hypertext.rmit.edu.au/downloads/ACH06.zip,unknown
tei-c.org/P4X/.,unknown
http://www2.arts.gla.ac.uk/allcach2k/Programme/session4.html#433.,unknown
http://philologic.uchicago.edu/,unknown
http://dev.stg.brown.edu/projects/pico/,unknown
themselves.In,unknown
http://jodi.ecs.soton.ac.uk/Articles/v05/i01/Obendorf/,unknown
et.al,unknown
et.al,unknown
http://www.pkp.ubc.ca/,unknown
http://www.csdl.tamu.edu/cervantes/V2/variorum/index.htm,unknown
grammatron.com,unknown
http://www.humbul.ac.uk/,unknown
http://www.artifact.ac.uk/,unknown
http://www.hatii.arts.gla.ac.uk/research/BrLibrary/rosgowrt.pdf,unknown
www.uclic.ucl.ac.uk/annb/DLUsability/UCIS,unknown
utoronto.ca/epc/chwp/lancash1/lan1_3.htm,unknown
http://ota.ahds.ac.uk/documents/creating/,unknown
http://ota.ahds.ac.uk/publications/ID_AHDS-,unknown
www.wga.hu/,unknown
http://alg.ncsa.uiuc.edu/do/tools/d2k.,unknown
